expr_val	ids_jan	ids_gte	ids_tcgan
4.09	23680,24454,24588,24664,25220,25464,26854,27294,27556,27624,28049,28427,28461,29178,30022,31584,31780,32928,33000,33270,33298,34079,34184,34406,34807,34835,35670,35676,35819,35821,36113,36759,36793,36994,37486,37514,37578,37783,37981,38124,38214,38520,38631,38664		
4.1	23883,23972,24494,24829,24896,25400,25565,25759,25892,26023,26150,26307,27092,27228,27283,27305,27315,27366,27502,28073,28122,28463,28974,29148,29400,29524,29530,29731,29882,29918,30229,30244,30252,30559,30764,30921,31275,31450,31645,32429,32524,32758,32819,32903,33049,33131,34108,34149,35322,35389,35728,35833,36081,36177,36402,36564,36802,37036,37095,37451,37460,37654,37730,37847,38033,38190,38374		
4.11	23654,24693,25286,25390,25732,26032,26087,26406,26430,26955,27223,27239,27640,27863,28524,28690,28998,29013,29655,29946,30726,30998,31218,31566,31723,31882,32569,32765,32992,33040,34542,34612,34883,35040,35400,35743,36099,36263,36326,37052,37320,37574,37620,37635,38126		
4.12	23873,23928,24247,24354,24801,24898,25292,25317,25432,25570,25608,25609,25678,25727,26109,26394,26504,26519,26950,27341,27931,28292,28343,28366,28883,28902,29582,29778,29841,29928,30086,30859,31242,31999,32131,32179,32504,32511,32842,32957,33257,33581,33743,34091,34305,34423,35480,36079,36473,36512,37162,37167,37481,37699,37772,37788,37866,38129,38172,38186,38235		
4.13	23911,24208,24294,24643,24943,25439,25605,25744,26192,26236,26250,26264,26357,26511,26630,26735,27594,27739,27924,28515,28878,29197,30068,30752,30867,30882,30967,31445,31522,31563,31673,31999,32247,32318,32706,32903,33064,33066,33549,33760,34341,34348,34533,35049,35562,35603,35904,36155,36252,36313,37306,37314,37823,37990,38435,38617		
4.14	23743,23782,23898,24793,24920,25468,25984,26497,26711,26715,27250,27295,27484,27576,27830,27996,28565,28917,29638,29827,30671,30799,31001,31371,31571,31875,31890,32605,32905,32941,33228,33286,33647,33755,33807,33849,33882,33957,34099,34405,34432,34697,34805,35174,35291,35504,35711,36482,36656,36980,37008,37037,37232,37562,37625,37728,37906,38320,38517,38570,38612		
4.15	23915,24339,24804,24861,24915,24937,25413,25697,26405,26472,26617,26822,26856,27095,27318,27546,27713,27802,27828,28186,28674,28880,29753,29954,30111,30212,30399,30502,30567,30806,30972,31017,31399,31781,32212,33072,33508,33850,34015,34029,34154,34238,34275,34759,34773,34815,34952,34955,35113,35477,36046,36234,36596,36789,37074,37111,37157,37369,37443,37490,38038		
4.16	23933,24289,24599,24899,24970,25419,25542,25602,26120,26163,26383,26464,26575,26774,26807,27070,27174,27222,27567,27766,27843,28949,29145,30014,30016,30327,30511,30573,30630,30897,31070,31235,31354,31427,31495,31683,31686,32311,33285,33294,34300,34304,34349,34683,34716,35189,35481,36638,36856,37600,37820,38486		
4.17	23660,23781,23900,24348,24501,24950,24994,25399,25536,26133,26341,26703,26737,27177,27441,27500,27731,27798,27803,28242,28888,29045,29048,29287,29332,29350,29485,29796,29821,30017,30028,30238,30822,30856,30888,31044,31367,31748,31901,31974,32013,32025,32453,32582,32597,32687,32878,33020,33301,34147,34175,34543,34661,34732,35346,36933,37940,38037,38580		
4.18	23804,24089,24378,24548,24827,25832,25898,26492,26785,27321,27420,27528,27896,27937,28121,28140,28269,28410,28626,28730,28793,28863,29825,30027,30199,30207,30445,30484,31302,31347,31402,31424,31750,32038,32748,33845,33886,34498,34737,34758,35296,35667,36403,36625,36784,36859,36876,37070,37108,38461		
4.19	23734,24020,24071,24495,24914,26103,26735,26991,28032,28049,28055,28222,29140,29336,29460,29463,29604,30029,30218,30226,30424,30425,30663,30803,31017,31240,31311,31664,31890,32114,32195,32228,32568,32599,32761,33251,33347,33387,33426,33822,34035,34136,34243,34632,34875,34938,35058,35067,35540,36110,36211,36241,37183,37402,37430,37569,37961,38131,38272,38357,38373,38611		
4.2	23803,23879,23949,24174,24971,25031,25055,25086,25138,25183,25432,25807,25944,26068,26629,27004,27334,27754,28120,28477,28556,28703,29815,29966,30182,30200,31074,31652,31915,31969,32768,33708,33740,34295,34894,35198,35679,36459,36842,37220,37244,37563,38262,38349,38656		
4.21	23658,23756,23996,24026,24870,25813,26031,26290,27454,27594,27971,28288,28574,29523,30333,30393,30665,30670,30779,31241,31422,31519,31807,32050,32107,32184,32237,32515,32547,32683,33540,34058,34244,34529,34899,35245,35307,35557,35626,35756,36730,36855,37054,37117,37876,38509,38662		
4.22	23829,24281,24578,25603,26162,26219,26239,26341,27627,27634,27678,27848,28167,28255,28359,28886,28991,29162,29184,29261,29397,29414,29740,29807,30087,30090,30539,30632,30814,31102,31134,31150,31229,31301,31346,31561,31861,32242,32289,32328,32910,33142,33301,33835,33990,34084,34623,34639,34703,34752,34858,35002,35235,35307,35634,35735,35804,36128,36335,36349,36821,36939,37237,37356,37395,37398,38179,38321,38634		
4.23	24796,25460,25552,25749,26217,26319,26825,27162,27665,27668,27768,28511,28615,29409,29866,29923,30189,31041,31308,31335,31598,32300,32624,32675,33700,33740,33923,34601,34861,35144,35630,35862,36216,36262,36406,36433,36505,36507,36781,37246,37513,37557,37597,37603,37757,37907,37944,38637		
4.24	24501,24543,24803,25091,25349,25825,26119,26191,26393,26474,26476,26558,26939,27247,27999,28041,28051,28162,28351,28455,28550,28901,30154,30286,30478,30691,30696,30777,31149,31862,32004,32659,32716,33199,33290,33561,33730,33985,34013,34399,34552,34668,35274,35332,35685,35825,36322,36406,36593,37283,37671,38152		
4.25	23786,23844,24047,24149,24568,25080,25268,25469,25970,26537,27210,27627,27872,28533,28709,28885,29004,29073,30208,30356,30675,31065,31190,31204,31314,31327,31568,31663,31914,31950,32186,32483,32732,32897,33132,33139,33495,33964,34031,34293,34383,34518,35111,35138,35166,35810,36037,36117,36369,37029,37283,37952,38398		
4.26	23696,23957,24000,24589,25293,25987,26195,27044,27113,27186,27249,28029,28483,28505,28646,28902,29298,29443,29451,29502,29690,30067,31273,31527,31598,31779,32001,32056,32444,32513,32971,33017,33574,33864,34151,34606,34730,34920,34957,35447,35552,35723,35835,35985,36317,36453,36679,36875,37660,38086		
4.2700000000000005	24183,24242,24425,24712,25449,25459,25671,25683,26100,26130,26167,26604,26627,26922,27280,27391,27549,27880,27907,28421,28484,28743,29398,29860,30070,30124,30423,30514,31367,31417,31587,31635,31755,32028,32062,32688,32794,32991,33123,33123,33443,33665,33688,33976,34195,34200,34635,35035,35266,35280,35430,35616,35623,35674,35762,36162,36232,36464,36474,36509,36667,37212,37258,37387,37472,37516,37542,37564,37636,38262,38295,38332,38412,38494,38693		
4.28	23760,24425,24467,24698,25113,25425,25581,25610,25639,25988,26388,26503,26546,26689,26749,26864,26888,27705,28046,28047,28659,28680,28759,28989,29252,29577,29863,29869,30135,31200,31353,31601,32092,32265,32702,32708,33216,33250,33666,33753,33866,34345,34547,34613,35179,35239,35534,35993,36042,36301,36523,36548,36594,37182,37700,37774,38080,38091,38092,38220,38402,38512,38544		
4.29	23846,24160,24267,24784,24950,24957,25588,25667,26164,26170,26984,27178,27643,27791,28545,28954,29094,29169,29725,29953,30101,30325,31146,31248,31852,31885,31920,31926,32487,32539,34052,34094,34142,34195,35045,35127,35367,35621,35915,36030,36189,36251,36398,36445,36758,37362,37583,37891,38341		
4.3	23632,23904,23970,24133,24144,24476,24951,26170,26222,26337,26402,26457,26553,27038,27039,27120,28078,28349,28431,28710,28841,28996,29204,29310,29327,29814,30071,30163,30727,31169,31182,31444,31637,31679,31781,31862,31932,32297,32411,32762,33439,33489,33533,34734,34867,35502,35622,35822,35935,36092,36158,36816,37609,37948,38221		
4.3100000000000005	23775,23780,23962,24168,24393,24435,24486,24913,25089,25102,25172,26218,26399,26469,26509,26545,26614,26816,26989,27069,27328,27568,27636,28261,29066,29242,29539,29818,30178,30202,30210,30219,30728,30974,31045,31361,31409,31412,31562,31669,31844,32026,32153,32490,32598,32660,32773,33222,33224,33328,33961,34030,34039,34086,34413,34739,34783,34895,34990,35263,35505,36554,36651,37205,37429,37495		
4.32	24048,24589,24811,25405,25453,25512,25560,25991,26016,26179,26437,26540,26865,26944,27188,27596,27833,28111,28237,28819,29127,29379,29628,30006,30155,30283,30304,30434,30522,31052,31458,31543,31805,31851,32745,32793,32920,33064,33310,33737,34002,34139,34172,34391,34394,34583,34599,34986,35413,35467,35656,35683,36336,36683,36719,37444,38225		
4.33	24104,24211,24786,25094,25159,25405,25452,25565,25657,25707,25970,26294,26857,26973,27235,27740,28223,28544,28622,28934,29149,29203,29258,29957,30278,30304,30430,30475,30909,31293,31626,32628,32827,32970,33058,33084,33687,34454,34593,34841,34965,35212,35514,35523,35632,35958,36214,36294,37421,37793,38147,38362		
4.34	23792,23992,24025,24508,24517,24645,25378,25414,25449,25722,26372,26591,26654,26674,27209,27328,27392,27963,28065,28214,28440,28597,28644,28663,28981,29000,29142,29199,29217,29579,29933,30002,30039,30062,30632,30692,30929,30970,31125,31209,31361,31575,31911,32155,32164,32626,33105,33390,33674,34126,35068,35100,35415,35495,35806,36038,36130,36230,36368,36452,36547,36852,36904,37096,37418,37722,38265		
4.3500000000000005	23701,23931,24457,24472,24481,24798,24859,25183,25527,25559,25611,26496,26648,27536,28008,28194,28230,28393,28459,28526,29052,29301,29335,29421,30030,30491,30583,30583,30894,30962,31298,31338,31374,31437,31535,31677,31867,32175,32257,32308,32530,33154,33599,33723,33846,33988,34077,34301,34401,34552,34646,35123,35150,35297,35318,35755,36640,36743,36987,37009,37094,37262,37520,37570,38156,38204		
4.36	23934,24025,24256,24308,24403,24785,24964,24969,25579,25851,25866,25884,26065,26111,26207,26339,26357,26748,27087,27628,28648,28913,29037,29056,29152,29323,29549,29562,29779,29795,29919,29956,30341,30387,30619,30634,30729,31014,31045,31534,31759,31853,31962,32183,32275,33149,33403,33782,34043,34249,34678,34789,35063,35463,35705,36202,36296,36657,36716,37098,37133,37375,37405,37409,37463,37489,37617,37693,37827,38104,38136,38188,38317,38329,38480,38676		
4.37	23878,24055,24068,24542,24774,25465,25701,25730,25874,26428,26527,26954,27084,27403,27765,27770,27879,28088,28328,28380,28765,28956,29049,29619,29794,30036,30515,30524,31673,31688,32594,32655,33006,33129,33678,34116,34237,34476,34653,35137,35238,35455,35553,35564,36025,36038,36159,36746,36747,36750,37039,37118,37171,37491,37651,37826,37850,38013,38050,38138,38582		
4.38	23954,23980,24127,25190,25310,25498,25595,25612,26253,26705,26732,27053,27099,28063,28246,28613,29100,29576,29629,29844,30452,30740,30790,30993,31023,31274,32003,32068,32303,32424,32733,32878,32924,32967,33105,33162,33251,33445,33684,33695,34210,34233,34540,34651,35179,35367,36210,36241,36243,36266,36525,36563,36641,37879,38086,38478,38691		
4.39	23691,24039,24941,25467,26404,26586,26691,27435,27773,27775,27812,27859,28173,28506,28562,28914,29060,29385,29898,30209,30660,31235,31662,31902,32147,32531,32584,33030,33159,33217,33238,33586,33627,33669,33869,36073,36095,36104,36652,36827,36935,37051,37413,37496,37855,38043,38140		
4.4	23759,23800,23983,24102,24200,24734,25059,25940,26506,26700,26931,26996,27067,27384,27647,27912,27943,27988,28117,28153,28234,28765,28768,28907,29248,29548,29719,30433,30817,31497,31663,32032,33140,33274,33472,33606,33946,34563,34847,35225,35371,35387,35404,35456,35584,35790,35984,36006,36020,36063,36229,36246,37134,37147,37163,37534,37538,37623,37777,38036,38430,38477,38551,38554		
4.41	24078,24155,24838,25062,25329,25426,25513,25825,25894,26619,27906,28150,28337,28345,28839,29660,30521,30542,30647,30733,31957,31982,32055,32201,32398,32784,32840,33153,33157,33223,33269,33597,34262,34686,35020,35270,35416,35740,35888,36689,37068,37173,37409,37620,37631,37697,38079,38353		
4.42	23669,23676,24070,24411,24607,24623,24641,25199,25466,25467,25576,26321,26678,26887,27867,27868,28158,28334,28866,28875,29551,29648,29967,29991,29997,30739,30747,30753,30838,30968,31094,31111,31170,31477,31765,31938,32020,32304,32309,32890,33063,33553,33564,33790,34009,34089,34344,35328,35471,35476,35760,36164,36973,37368,37452,38122		
4.43	23668,24099,24120,24299,24565,24649,25745,26082,26296,26446,26644,27175,27441,28068,28151,28398,29476,29535,29603,29693,29714,29857,30479,31170,31559,32012,32248,32419,32603,33139,33256,33537,33943,34852,34958,34989,35158,35296,35366,35396,35457,35634,35642,36389,36931,37030,37144,37311,38296,38318,38492		
4.44	23650,23757,24216,25071,25172,25515,26401,26921,26984,27038,27167,27203,27552,27571,27866,27896,28398,28772,28910,28949,29788,29901,30810,30898,30959,31612,31730,32117,32191,32596,32898,33101,33233,33444,33929,33952,34176,34500,34574,35609,35627,36049,36305,36322,36361,36536,36842,37173,37339,37344,37888,37908,38053,38067,38298		
4.45	23773,24028,24140,24344,24405,25180,25377,25968,26333,26460,26743,26784,27215,27237,27242,27273,27289,27787,27890,27946,28005,28038,28215,28317,28652,28713,28732,29520,29653,29791,29908,30079,30311,30704,30726,31049,31291,31397,31408,31973,32754,32981,33313,33329,33400,33451,33497,33683,33843,34056,34368,34594,35020,35162,35206,35209,35219,35358,35364,35647,35956,36222,36346,37469,37765,37833,37943,38124,38179,38253,38493,38686		
4.46	24602,24785,25052,25263,26187,26304,26498,26655,27029,27057,27212,27595,27693,27808,27991,28122,28995,29081,29159,29359,29712,29783,30289,30953,30967,31795,32039,32368,32481,32495,32577,33018,33041,33073,33083,33469,33580,33630,33944,33992,34743,35196,35779,35903,36225,36263,36348,36418,36744,36797,36882,36912,37162,37280,37312,37461,38180,38358,38409,38496,38524		
4.47	23693,23897,23976,24186,24518,24592,24612,24814,24843,24876,25574,25897,26083,26255,26578,26661,26913,26975,27089,27094,27188,27385,27670,28204,28396,28441,28558,29069,29351,29907,30076,31110,31816,31910,32428,33799,34119,34287,34323,34328,34776,34952,35060,35077,35120,35559,35595,36385,36448,36554,36678,36848,37015,37237,37459,37506,37506,38015,38263		
4.48	23675,23716,24128,24166,25066,25361,25630,25937,26111,26248,26351,26436,26508,26975,27611,27850,28108,28593,29042,29344,29546,29574,29793,29938,31919,32899,33019,33323,33431,33557,33677,33735,33768,34333,34764,34802,34838,35276,35452,35515,36387,36682,36694,36944,37028,37227,37775,37814,37817,37845,37954,38116,38319		
4.49	23778,23816,24287,24667,24741,24820,24852,24872,24982,25074,25100,25115,25182,25524,25587,25706,25993,26448,26839,26943,26952,27139,27463,28095,29014,29046,29534,30015,30319,30483,30822,31647,32097,32236,32291,32549,33066,33307,33830,34143,34461,35517,35592,35673,35675,35809,35831,36033,36093,36145,36269,36272,36432,37473,37547,37553,38019,38259		
4.5	24007,24211,24249,24619,24627,25474,25643,26123,26823,26893,26913,27109,27214,27287,27680,28042,28184,28406,28693,28706,29048,29071,29570,29881,30005,30091,30511,30714,30886,31026,31412,31416,31500,31946,32004,32686,32854,32950,34085,34161,34575,35349,35942,36012,36487,37041,37056,37122,37252,37378,37657,37936,38088,38237,38244,38382		
4.51	23993,24422,24838,25370,25837,25934,26054,26794,27469,27772,27841,27951,27982,28404,28409,28563,29123,29528,29612,29667,31059,31968,32015,32254,32387,32764,32823,33011,33660,34092,34553,34959,34982,35051,35487,35542,35738,36172,36545,36751,36935,37886,38246,38330,38344,38466,38574,38669		
4.5200000000000005	23748,24441,25191,25284,25545,25570,25615,25927,26369,26611,26772,27308,27371,27557,28157,28375,28395,28527,28594,28863,29177,30283,30379,30647,31678,31684,31959,32231,32713,32826,33189,33509,34342,34596,34853,34992,34996,35105,35183,35452,35737,36962,37044,37554,37584,37646,37766,37814,38163		
4.53	23760,23876,23920,24791,25028,25217,26102,26134,26512,26788,27347,27778,27826,28232,28619,28797,28799,29276,29297,29836,30250,30414,30436,30517,30572,30874,30897,30936,31255,31570,31622,31669,32141,32142,32170,32322,32508,32798,32870,32917,33665,33682,33692,33701,34351,34823,35828,35870,36110,36129,36171,36173,36793,36798,37201,37331		
4.54	23743,24109,24195,24311,24393,24567,24656,24848,24907,25166,25477,25814,25914,26328,26366,26377,26906,26908,26944,27088,27460,27699,27893,28052,28315,28326,28485,28835,29194,29453,30152,30196,30248,30279,30310,30999,31365,31385,31614,31716,31783,32391,32748,32886,33022,33108,33217,33786,33953,34577,34682,35008,35048,35846,35854,35957,36186,36223,36223,36979,37200,37391,37437,37684,37732,37973,38071,38454		
4.55	23657,23858,23984,24692,25068,26723,26917,27312,27898,28531,28806,28964,29451,29970,31013,31197,31295,31342,31394,31758,31804,32100,32382,32791,32829,33542,33848,33858,33974,33993,34069,34490,34762,34838,35160,35295,35436,36790,36806,36820,37003,37059,37141,37329,37504,37559,37809,37891,38135,38229,38400		
4.5600000000000005	23855,24103,24244,24306,24520,24909,25069,25126,26267,26302,26461,26781,27219,27704,27809,27811,27870,28537,28867,28935,28951,29235,29240,29243,29558,29911,30151,30589,30613,31004,31078,31243,31805,32517,32817,32888,33188,33765,34190,34334,35260,35421,35586,36217,36814,36998,37221,37374,37403,37850,38045		
4.57	23685,23699,23999,24778,24780,25790,25916,26053,26177,27021,27868,28056,28081,28175,28256,28333,28706,28873,29314,29621,29980,30669,30980,31181,31331,31414,31462,31947,31990,32397,33254,33414,33479,33481,33519,33947,34071,34124,34432,34608,34669,34973,34987,35070,35152,35227,35261,35284,35661,35882,36405,36409,36695,36809,37604,37622,37803,37916,38265,38607		
4.58	23798,23871,23972,24026,24806,25085,25370,25973,26058,26093,26904,27258,27376,27854,28048,28144,28171,28370,28460,28724,28891,28979,29473,29642,29975,30201,30391,30538,30845,31124,31169,31177,31352,32028,32038,32871,32960,33174,33281,33437,33545,33759,34031,34106,34803,34941,35256,35410,35469,35880,36215,36237,36275,36345,36822,37010,37160,37309,38132,38386,38468,38537		
